charges_citation,race,age_at_booking,gender,booking_date,jail_id,bail_status,housing_location,charges,bail_amount,discharge_date_earliest
720 ILCS 5 12-3.05(d)(1) [1610,WH,49,F,2013-01-19T00:00:00,2013-0119152,None,04-M-1-6-1,,50000,None
720 ILCS 570 407(b)(2) [512539,BK,25,F,2013-01-19T00:00:00,2013-0119151,NO BOND,04-P-1-5-1,,None,None
720 ILCS 550 5(c) [5020200],BK,25,M,2013-01-19T00:00:00,2013-0119150,None,05-D-2-20-1,,5000,None
720 ILCS 5 19-1(a) [1110000],BK,58,M,2013-01-19T00:00:00,2013-0119149,None,08-2N-DR,,100000,None
720 ILCS 5 12-21.6(a) [10483],BK,36,F,2013-01-19T00:00:00,2013-0119148,None,08-2W-2-220,,50000,None
720 ILCS 5 18-2(a)(1) [12365],BK,19,M,2013-01-19T00:00:00,2013-0119147,None,05-M-2-11-1,,450000,None
720 ILCS 570 402(c) [5101110],BK,34,F,2013-01-19T00:00:00,2013-0119146,None,08-2W-DR,,25000,None
720 ILCS 5 16A-3(a) [1060000],BK,55,M,2013-01-19T00:00:00,2013-0119145,None,05-D-2-6-2,,50000,None
720 ILCS 5 12-3.05(d)(4) [1610,BK,54,M,2013-01-19T00:00:00,2013-0119144,None,05-M-2-11-2,,250000,None
720 ILCS 5 19-1(a) [1110000],BK,43,M,2013-01-19T00:00:00,2013-0119143,None,05-D-2-6-1,,15000,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,57,M,2013-01-19T00:00:00,2013-0119142,None,05-D-2-1-1,,5000,None
,WH,53,M,2013-01-19T00:00:00,2013-0119141,,11-BA-1-210,,None,None
720 ILCS 5 24-1(a)(9) [10658],BK,21,M,2013-01-19T00:00:00,2013-0119140,None,05-D-2-5-1,,50000,None
625 ILCS 5 6-303(a) [13526],WH,23,M,2013-01-19T00:00:00,2013-0119139,None,02-D2-U-3-U,,50000,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,27,M,2013-01-19T00:00:00,2013-0119138,None,05-D-2-9-2,,10000,None
720 ILCS 570 402(c) [5101110],BK,48,M,2013-01-19T00:00:00,2013-0119137,None,08-2N-DR,,10000,None
720 ILCS 5 16A-3(f) [15616],BK,50,F,2013-01-19T00:00:00,2013-0119136,None,04-L-2-17-1,,10000,None
720 ILCS 5 16A-3(a) [1060000],LT,36,M,2013-01-19T00:00:00,2013-0119135,None,02-D2-V-3-V,,50000,None
720 ILCS 5 18-1(a) [1100100],BK,19,M,2013-01-19T00:00:00,2013-0119134,None,02-D3-GG-3-,,50000,None
625 ILCS 5 6-303(a) [14057],BK,36,M,2013-01-19T00:00:00,2013-0119133,None,05-D-2-5-2,,25000,None
720 ILCS 5 12-3.2(a)(1) [10416,B,48,M,2013-01-19T00:00:00,2013-0119132,None,02-D4-MU-1-,,10000,None
720 ILCS 570 402(c) [5101110],BK,44,M,2013-01-19T00:00:00,2013-0119130,None,11-BH-3-311,,10000,None
625 ILCS 5 11-501(a) [14042],LT,21,M,2013-01-19T00:00:00,2013-0119129,NO BOND,05-M-2-7-1,,None,None
000,BK,19,M,2013-01-19T00:00:00,2013-0119128,NO BOND,05-M-2-7-2,,None,None
720 ILCS 5 21-4(1)(a) [10760],LW,18,M,2013-01-19T00:00:00,2013-0119127,None,02-D4-PL-1-,,5000,2013-01-20T05:56:56.229712
720 ILCS 550 4(d) [5015400],BK,32,M,2013-01-19T00:00:00,2013-0119126,None,05-M-2-15-1,,10000,None
625 ILCS 5 11-501(a)(1) [14721,BK,40,M,2013-01-19T00:00:00,2013-0119125,None,02-D2-V-3-V,,25000,None
000,BK,26,M,2013-01-19T00:00:00,2013-0119124,NO BOND,05-M-2-6-1,,None,None
720 ILCS 5 24-1.7(a) [13855],BK,39,M,2013-01-19T00:00:00,2013-0119123,NO BOND,10-A-2-11-1,,None,None
720 ILCS 570 402(c) [5101110],BK,32,M,2013-01-19T00:00:00,2013-0119122,NO BOND,05-M-2-6-2,,None,None
720 ILCS 570 401.5(a-5) [12006,BK,50,M,2013-01-19T00:00:00,2013-0119121,None,05-F-2-14-1,,10000,None
720 ILCS 5 12-3.2(a)(1) [10416,WH,26,M,2013-01-19T00:00:00,2013-0119119,None,05-,,10000,2013-01-20T05:32:04.685872
720 ILCS 570 402(c) [5101110],BK,46,F,2013-01-19T00:00:00,2013-0119118,None,04-N-2-7-1,,10000,None
720 ILCS 5 12-3.4(a)(1) [16128,BK,27,M,2013-01-19T00:00:00,2013-0119117,None,05-M-2-19-2,,25000,None
720 ILCS 5 24-3.7(a) [14860],LT,27,M,2013-01-19T00:00:00,2013-0119116,None,05-M-2-5-1,,100000,None
720 ILCS 570 402(c) [5101110],BK,35,M,2013-01-19T00:00:00,2013-0119115,None,05-M-2-5-2,,10000,None
720 ILCS 5 16-1(a)(1) [1014000,WH,42,M,2013-01-19T00:00:00,2013-0119113,None,03-B-3-10-1,,25000,None
720 ILCS 570 402(c) [5101110],BK,45,M,2013-01-19T00:00:00,2013-0119112,None,05-M-2-17-2,,5000,None
720 ILCS 5 12-3.2(a)(2) [10418,BK,28,F,2013-01-19T00:00:00,2013-0119111,None,04-M-2-11-2,,10000,None
720 ILCS 5 12-3.05(d)(2) [1610,BK,39,M,2013-01-19T00:00:00,2013-0119110,None,05-M-2-4-1,,75000,None
720 ILCS 5 16A-3(a) [1060000],BK,49,M,2013-01-19T00:00:00,2013-0119109,None,02-D4-PL-1-,,50000,None
720 ILCS 5 16A-3(a) [15600],BK,44,M,2013-01-19T00:00:00,2013-0119108,None,02-D2-V-3-V,,10000,None
625 ILCS 5 6-303(a) [13526],WH,24,F,2013-01-19T00:00:00,2013-0119107,None,04-Q-1-2-1,,5000,None
625 ILCS 5 6-303(a) [14056],BK,33,M,2013-01-19T00:00:00,2013-0119105,None,05-M-2-4-2,,30000,None
720 ILCS 5 19-1(a) [1110000],BK,48,M,2013-01-19T00:00:00,2013-0119104,None,10-B-2-17-1,,75000,None
720 ILCS 570 407(b)(1) [512538,BK,56,M,2013-01-19T00:00:00,2013-0119103,None,02-D4-QL-1-,,10000,None
720 ILCS 5 9-1(a)(1) [735000],BK,17,M,2013-01-19T00:00:00,2013-0119102,NO BOND,01-A-1-5-2,,None,None
720 ILCS 5 18-1(a) [1100000],LT,29,M,2013-01-19T00:00:00,2013-0119101,None,05-M-2-3-1,,250000,None
35 ILCS 142 15 [10205],BK,52,F,2013-01-19T00:00:00,2013-0119100,None,04-Q-1-11-2,,1000,None
720 ILCS 5 18-1(a) [1100000],LT,22,M,2013-01-19T00:00:00,2013-0119099,None,05-M-2-3-2,,250000,None
720 ILCS 5 16A-3(a) [15599],WH,20,M,2013-01-19T00:00:00,2013-0119098,None,05-M-2-2-1,,10000,None
720 ILCS 570 407(b)(1) [512538,BK,26,F,2013-01-19T00:00:00,2013-0119097,None,04-I-2-14-2,,25000,None
720 ILCS 570 402(c) [5101110],BK,57,M,2013-01-19T00:00:00,2013-0119096,None,09-1G-1-129,,10000,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,42,M,2013-01-19T00:00:00,2013-0119095,NO BOND,05-F-2-13-2,,75000,None
720 ILCS 5 24-1.1(a) [1214500],BK,32,M,2013-01-19T00:00:00,2013-0119094,None,05-M-2-2-2,,100000,None
720 ILCS 570 402(c) [5101110],BK,48,F,2013-01-19T00:00:00,2013-0119093,None,04-M-1-20-2,,5000,2013-01-20T06:55:07.406678
720 ILCS 5 12-2(a) [16202],LW,24,M,2013-01-19T00:00:00,2013-0119092,None,05-F-2-13-1,,10000,None
,LT,22,M,2013-01-19T00:00:00,2013-0119091,,05-M-2-1-1,,None,None
720 ILCS 570 402(c) [5101110],BK,45,M,2013-01-19T00:00:00,2013-0119090,None,02-D4-QU-1-,,10000,None
720 ILCS 5 24-1(c)(2) [10538],BK,34,M,2013-01-19T00:00:00,2013-0119089,None,05-M-2-1-2,,10000,None
720 ILCS 5 16A-3(a) [15600],BK,51,M,2013-01-19T00:00:00,2013-0119088,None,02-D2-T-3-T,,10000,None
720 ILCS 5 11-15(a)(1) [865000,LT,34,F,2013-01-19T00:00:00,2013-0119087,None,04-I-2-5-1,,10000,None
,BK,30,M,2013-01-19T00:00:00,2013-0119086,,05-D-2-13-2,,None,None
,LW,41,M,2013-01-19T00:00:00,2013-0119085,,02-D2-W-3-W,,None,None
720 ILCS 5 12-3.2(a)(2) [10418,LB,21,M,2013-01-19T00:00:00,2013-0119084,None,05-M-2-21-2,,25000,None
720 ILCS 570 402(c) [5101110],LT,24,M,2013-01-19T00:00:00,2013-0119083,None,05-F-2-10-2,,10000,None
720 ILCS 5 12-3(a)(1) [10529],BK,23,M,2013-01-19T00:00:00,2013-0119082,None,05-D-2-14-1,,10000,None
,BK,19,M,2013-01-19T00:00:00,2013-0119081,,05-D-2-12-2,,None,None
625 ILCS 5 11-501(a) [13672],WH,65,M,2013-01-19T00:00:00,2013-0119080,None,15-HP,,100000,None
720 ILCS 5 24-1.1(a) [1214500],BK,19,M,2013-01-19T00:00:00,2013-0119079,None,05-D-2-13-1,,100000,None
,BK,32,M,2013-01-19T00:00:00,2013-0119078,,05-D-2-11-2,,None,None
720 ILCS 570 402(a)(2)(A) [510,BK,50,M,2013-01-19T00:00:00,2013-0119077,None,05-F-2-8-2,,25000,None
720 ILCS 5 12-3.2(a)(1) [10416,LW,25,M,2013-01-19T00:00:00,2013-0119076,None,05-M-2-22-2,,25000,None
720 ILCS 550 4(b) [5015100],BK,18,M,2013-01-19T00:00:00,2013-0119075,None,05-F-2-9-1,,5000,None
720 ILCS 5 19-3(a) [1120000],LW,26,M,2013-01-19T00:00:00,2013-0119074,None,02-D4-QU-1-,,75000,None
,BK,23,M,2013-01-19T00:00:00,2013-0119073,,05-E-2-14-2,,None,2013-01-20T07:05:09.617831
720 ILCS 5 12-1(a) [920000],BK,40,M,2013-01-19T00:00:00,2013-0119072,None,10-B-2-7-1,,5000,None
720 ILCS 5 24-1.1(a) [1214500],BK,32,M,2013-01-19T00:00:00,2013-0119071,None,02-D1-B-2-B,,150000,None
720 ILCS 570 402(c) [5101110],BK,45,M,2013-01-19T00:00:00,2013-0119070,None,09-1G-1-129,,10000,2013-01-20T06:52:26.590643
720 ILCS 5 21-3(a)(2) [10878],BK,26,M,2013-01-19T00:00:00,2013-0119069,None,05-D-2-12-1,,10000,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,23,M,2013-01-19T00:00:00,2013-0119068,None,05-M-2-18-1,,50000,None
720 ILCS 550 5.2(d) [10365],BK,21,M,2013-01-19T00:00:00,2013-0119067,None,05-M-2-15-2,,10000,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,29,M,2013-01-19T00:00:00,2013-0119065,None,05-M-2-19-1,,75000,None
720 ILCS 5 19-3(a) [1120000],BK,23,M,2013-01-19T00:00:00,2013-0119064,NO BOND,05-D-2-10-2,,None,None
720 ILCS 5 12-3.2(a)(2) [10418,BK,24,M,2013-01-19T00:00:00,2013-0119063,None,05-F-2-6-1,,5000,None
720 ILCS 570 402(c) [5101110],BK,37,M,2013-01-19T00:00:00,2013-0119062,None,02-D2-S-2-S,,10000,None
,BK,33,M,2013-01-19T00:00:00,2013-0119061,,05-,,None,2013-01-20T05:35:38.589948
720 ILCS 5 9-1(a)(1) [735000],BK,21,M,2013-01-19T00:00:00,2013-0119060,NO BOND,09-1G-1-129,,None,None
235 ILCS 5 6-20 [11555],WH,19,M,2013-01-19T00:00:00,2013-0119059,None,02-D4-PU-1-,,15000,2013-01-20T07:00:02.166076
720 ILCS 570 402(c) [5101110],BK,30,M,2013-01-19T00:00:00,2013-0119058,NO BOND,05-D-2-11-1,,None,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,36,M,2013-01-19T00:00:00,2013-0119057,None,11-AF-3-303,,25000,None
720 ILCS 5 12-3.3(a) [12300],BK,48,M,2013-01-19T00:00:00,2013-0119056,None,05-D-2-20-2,,250000,None
720 ILCS 5 16A-3(a) [1060000],BK,40,M,2013-01-19T00:00:00,2013-0119055,None,08-2S-DR,,5000,None
000,LT,18,M,2013-01-19T00:00:00,2013-0119054,NO BOND,05-D-2-10-1,,25000,None
720 ILCS 5 12-2(b)(8) [16212],BK,32,M,2013-01-19T00:00:00,2013-0119053,None,05-M-2-17-1,,5000,None
720 ILCS 5 9-1(a)(1) [735000],BK,32,M,2013-01-19T00:00:00,2013-0119052,NO BOND,08-2N-DR,,None,None
720 ILCS 550 4(b) [5015100],BK,20,M,2013-01-19T00:00:00,2013-0119051,None,05-E-2-10-1,,5000,2013-01-20T06:50:35.534326
625 ILCS 5 6-303(d) [5883000],BK,36,M,2013-01-19T00:00:00,2013-0119050,None,09-1G-1-129,,10000,2013-01-20T06:12:17.005810
720 ILCS 5 12-2(a)(1) [925000],BK,34,M,2013-01-19T00:00:00,2013-0119049,None,05-D-2-18-2,,50000,None
720 ILCS 550 4(b) [5015100],BK,36,M,2013-01-19T00:00:00,2013-0119048,None,05-M-2-20-1,,5000,None
625 ILCS 5 11-501(a) [14019],BK,24,M,2013-01-19T00:00:00,2013-0119047,NO BOND,05-D-2-19-1,,None,None
720 ILCS 5 12-3.4(a)(1) [16128,LW,38,M,2013-01-19T00:00:00,2013-0119045,None,05-,,25000,2013-01-20T05:27:46.920497
720 ILCS 5 31-4.5(a) [14901],BK,41,M,2013-01-19T00:00:00,2013-0119044,None,02-D4-ML-1-,,10000,None
720 ILCS 5 9-1(a)(1) [735000],BK,29,M,2013-01-19T00:00:00,2013-0119043,NO BOND,08-2N-DR,,None,None
625 ILCS 5 6-303(a) [5880000],BK,51,M,2013-01-19T00:00:00,2013-0119042,None,05-D-2-17-2,,25000,None
720 ILCS 5 16-3(a) [1025000],BK,21,M,2013-01-19T00:00:00,2013-0119041,None,05-A-2-10-2,,10000,None
720 ILCS 5 26-1(a)(1) [1255000,BK,62,M,2013-01-19T00:00:00,2013-0119040,None,10-C-1-11-2,,500,None
720 ILCS 5 24-1.6(a)(1) [12474,BK,25,M,2013-01-19T00:00:00,2013-0119039,NO BOND,01-B-3-19-2,,None,None
720 ILCS 5 21-2 [1155000],BK,20,M,2013-01-19T00:00:00,2013-0119038,None,02-D4-MU-1-,,5000,None
720 ILCS 5 12-3.4(a)(1) [16128,WH,66,M,2013-01-19T00:00:00,2013-0119037,None,02-D3-EE-2-,,50000,None
720 ILCS 5 21-1(1)(a) [1140000,BK,46,M,2013-01-19T00:00:00,2013-0119036,None,05-M-2-21-1,,10000,None
720 ILCS 550 4(c) [5015300],BK,21,M,2013-01-19T00:00:00,2013-0119035,None,05-F-2-5-2,,5000,None
720 ILCS 5 16-3(a) [1025000],BK,46,M,2013-01-19T00:00:00,2013-0119034,None,05-F-2-4-2,,10000,None
720 ILCS 5 21-3(a)(2) [11496],BK,28,M,2013-01-19T00:00:00,2013-0119033,None,06-D-1-13-2,,10000,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,21,M,2013-01-19T00:00:00,2013-0119032,None,05-M-2-16-1,,10000,None
720 ILCS 5 26-1(a)(1) [1255000,LW,26,M,2013-01-19T00:00:00,2013-0119030,None,05-M-2-8-1,,5000,None
720 ILCS 5 12-2(b)(4) [16206],BK,52,M,2013-01-19T00:00:00,2013-0119029,None,02-D3-EE-2-,,5000,None
720 ILCS 5 16A-3(a) [1060000],BK,40,M,2013-01-19T00:00:00,2013-0119028,None,02-D2-V-3-V,,10000,None
720 ILCS 5 21-3(a) [10924],LT,21,M,2013-01-19T00:00:00,2013-0119027,None,01-E-4-4-1,,5000,2013-01-20T06:57:23.530227
720 ILCS 550 4(b) [5015100],BK,21,M,2013-01-19T00:00:00,2013-0119026,None,05-M-2-18-2,,5000,None
625 ILCS 5 6-303(a) [13526],BK,28,M,2013-01-19T00:00:00,2013-0119025,None,05-M-2-16-2,,5000,None
720 ILCS 5 12-1(a) [920000],BK,32,M,2013-01-19T00:00:00,2013-0119023,None,05-F-2-2-1,,5000,None
625 ILCS 5 6-303(a) [13526],LW,53,M,2013-01-19T00:00:00,2013-0119021,None,10-C-1-5-2,,5000,None
720 ILCS 5 26-1(a)(1) [1255000,BK,51,M,2013-01-19T00:00:00,2013-0119020,None,08-2N-2-226,,5000,None
720 ILCS 550 4(a) [5015000],BK,33,M,2013-01-19T00:00:00,2013-0119019,None,06-C-1-12-2,,10000,None
720 ILCS 5 12-3.2(a)(1) [10416,LT,42,M,2013-01-19T00:00:00,2013-0119018,None,11-AF-3-311,,25000,None
720 ILCS 5 21-2 [1155000],BK,18,M,2013-01-19T00:00:00,2013-0119015,None,05-D-2-18-1,,10000,None
720 ILCS 5 21-1(1)(a) [1140000,BK,26,M,2013-01-19T00:00:00,2013-0119014,None,05-E-2-3-1,,5000,2013-01-20T07:15:01.420052
720 ILCS 5 21-3(a)(1) [11495],BK,28,M,2013-01-19T00:00:00,2013-0119013,None,05-M-2-20-2,,5000,None
720 ILCS 5 12-3(a)(1) [10529],BK,60,M,2013-01-19T00:00:00,2013-0119012,None,05-F-2-2-2,,50000,None
720 ILCS 5 11-14(a) [855900],BK,20,M,2013-01-19T00:00:00,2013-0119011,None,11-DG-3-402,,10000,None
720 ILCS 550 4(c) [5015200],BK,24,M,2013-01-19T00:00:00,2013-0119010,None,11-CD-1-103,,25000,None
625 ILCS 5 6-101 [12935],BK,23,M,2013-01-19T00:00:00,2013-0119009,None,01-B-3-14-2,,50000,None
720 ILCS 5 11-1.30(a)(1) [1579,BK,24,M,2013-01-19T00:00:00,2013-0119008,NO BOND,08-2N-2-226,,None,None
720 ILCS 570 401(a)(1)(A) [509,BK,35,M,2013-01-19T00:00:00,2013-0119007,NO BOND,05-K-1-4-2,,None,2013-01-20T06:41:44.297300
625 ILCS 5 11-501(a) [14700],LT,37,M,2013-01-19T00:00:00,2013-0119006,NO BOND,11-CB-1-202,,None,None
720 ILCS 5 19-1(a) [1110000],BK,22,M,2013-01-19T00:00:00,2013-0119005,NO BOND,05-K-1-11-2,,None,None
720 ILCS 570 401(c)(2) [509620,BK,23,M,2013-01-19T00:00:00,2013-0119004,NO BOND,02-D3-HH-3-,,None,None
720 ILCS 5 12-1(a) [920000],BK,51,M,2013-01-19T00:00:00,2013-0119003,NO BOND,10-D-1-19-2,,None,None
720 ILCS 550 4(d) [5015400],BK,28,M,2013-01-19T00:00:00,2013-0119002,NO BOND,05-K-1-4-1,,None,None
720 ILCS 5 19-3(a) [1120000],BK,20,M,2013-01-19T00:00:00,2013-0119001,NO BOND,06-L-1-14-1,,None,None
720 ILCS 5 12-3(a)(2) [10530],WH,36,F,2013-01-18T00:00:00,2013-0118233,None,04-M-1-17-1,BATTERY/MAKES PHYSICAL CONTACT,5000,None
720 ILCS 5 12-3.4(a)(1) [16128,WH,57,M,2013-01-18T00:00:00,2013-0118232,None,11-AH-3-303,,3500,2013-01-19T07:15:00.734564
625 ILCS 5 6-101 [12935],LW,31,M,2013-01-18T00:00:00,2013-0118231,NO BOND,11-CH-3-409,,None,None
720 ILCS 5 21-3(a)(2) [11496],LT,18,M,2013-01-18T00:00:00,2013-0118230,NO BOND,05-C-1-5-2,,None,None
720 ILCS 5 12-3.05(d)(2) [1610,LT,34,M,2013-01-18T00:00:00,2013-0118229,NO BOND,05-D-1-10-2,,None,None
720 ILCS 5 12-3.05(c) [16104],BK,19,F,2013-01-18T00:00:00,2013-0118228,None,04-J-2-16-1,AGG BATTERY/PUBLIC PLACE,75000,None
720 ILCS 570 404(b) [5110000],WH,20,M,2013-01-18T00:00:00,2013-0118227,None,08-2N-2-226,MFG/DISTRIB LOOK-ALIKE SUB,25000,None
625 ILCS 5 6-303(a) [13526],LW,21,M,2013-01-18T00:00:00,2013-0118226,None,05-D-2-11-2,,2500,2013-01-19T07:02:48.238965
625 ILCS 5 6-303(a) [13526],WH,29,M,2013-01-18T00:00:00,2013-0118225,NO BOND,11-BA-1-212,,None,None
625 ILCS 5 6-303(a) [13526],LT,27,M,2013-01-18T00:00:00,2013-0118224,None,01-B-3-15-2,DRVG ON SUSP LICENSE/FTA,10000,None
720 ILCS 5 12-2(a)(1) [15181],LT,28,M,2013-01-18T00:00:00,2013-0118223,None,08-2N-2-226,AGG ASLT/DDLY WEAP/AIR RIFLE,10000,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,34,M,2013-01-18T00:00:00,2013-0118222,None,02-D3-BB-2-,DOMESTIC BATTERY/BODILY HARM,50000,None
625 ILCS 5 11-501(a) [14041],LT,23,M,2013-01-18T00:00:00,2013-0118221,None,11-AF-3-303,,10000,2013-01-20T06:50:48.469326
625 ILCS 5 6-303(a) [13526],W,34,M,2013-01-18T00:00:00,2013-0118220,None,11-AH-3-411,DRVG ON SUSP LICENSE/FTA,10000,None
625 ILCS 5 11-501(a) [14041],LW,44,M,2013-01-18T00:00:00,2013-0118219,NO BOND,05-E-1-3-2,AGG DUI/NO VALID DL,None,None
625 ILCS 5 6-303(a) [13526],LT,26,M,2013-01-18T00:00:00,2013-0118218,None,11-AF-3-301,DRVG ON SUSP LICENSE/FTA,10000,None
720 ILCS 5 19-3(a) [1120000],BK,21,M,2013-01-18T00:00:00,2013-0118217,None,05-C-1-1-1,RESIDENTIAL BURGLARY,50000,None
720 ILCS 5 11-14(a) [12242],WH,24,F,2013-01-18T00:00:00,2013-0118216,None,04-M-1-15-1,PROSTITUTION/1000 FEET SCHOOL,5000,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,43,M,2013-01-18T00:00:00,2013-0118215,None,05-E-1-3-1,DOMESTIC BATTERY/BODILY HARM,100000,None
720 ILCS 5 21-2 [1155000],WH,28,M,2013-01-18T00:00:00,2013-0118214,None,02-D4-LU-1-,CRIMINAL TRESPASS TO VEHICLES,25000,None
720 ILCS 5 18-2(a)(2) [12366],BK,21,M,2013-01-18T00:00:00,2013-0118213,None,11-BD-1-212,ARMED ROBBERY/ARMED W/FIREARM,400000,None
625 ILCS 5 11-501(a) [14041],W,34,M,2013-01-18T00:00:00,2013-0118212,None,02-,,10000,2013-01-19T06:32:06.193377
720 ILCS 5 19-3(a) [1120000],WH,26,M,2013-01-18T00:00:00,2013-0118211,None,15-EM,RESIDENTIAL BURGLARY,5000,None
625 ILCS 5 11-501(a) [12809],BK,21,M,2013-01-18T00:00:00,2013-0118210,None,05-G-1-3-1,DUI/BAC .16 OR CHILD PASS/1ST,25000,None
720 ILCS 5 1-3 [11143],BK,43,M,2013-01-18T00:00:00,2013-0118209,None,02-D1-C-2-C,INDIRECT CRIMINAL CONTEMPT,1000,None
625 ILCS 5 11-501(a)(4) [60604,WH,28,F,2013-01-18T00:00:00,2013-0118208,None,04-P-1-9-1,DRVG UNDER INFLU/DRUG AND ALC,50000,None
720 ILCS 5 18-2(a)(2) [12366],BK,17,M,2013-01-18T00:00:00,2013-0118207,None,05-K-2-4-1,ARMED ROBBERY/ARMED W/FIREARM,500000,None
625 ILCS 5 4-103(a)(1) [571000,BK,19,M,2013-01-18T00:00:00,2013-0118206,NO BOND,11-BC-1-202,RECEIVE/POSS/SELL STOLEN VEH,None,None
720 ILCS 5 12-21.6(a) [10483],BK,23,F,2013-01-18T00:00:00,2013-0118205,None,04-P-1-13-2,ENDANGER LIFE/HEALTH CHILD,25000,None
720 ILCS 5 12-1(a) [920000],BK,24,M,2013-01-18T00:00:00,2013-0118204,NO BOND,02-D1-B-2-B,ASSAULT,20000,None
625 ILCS 5 6-303(a) [13526],W,33,M,2013-01-18T00:00:00,2013-0118203,None,02-D4-MU-1-,DRVG ON SUSP LICENSE/FTA,3000,None
720 ILCS 5 11-14(a) [12379],BK,40,F,2013-01-18T00:00:00,2013-0118202,None,08-2W-2-221,PROSTITUTION/2ND,50000,None
625 ILCS 5 11-204.1(a)(4) [134,LW,23,F,2013-01-18T00:00:00,2013-0118201,NO BOND,04-I-2-21-2,AGG FLEEING/2+ CON DEVICES,None,None
625 ILCS 5 6-303(a) [13526],WH,35,M,2013-01-18T00:00:00,2013-0118200,NO BOND,11-AH-3-402,,None,None
720 ILCS 5 16-3(a) [1025000],BK,54,F,2013-01-18T00:00:00,2013-0118199,None,08-2W-2-220,THEFT/LABOR/SERVICES/PROPERTY,1000,None
625 ILCS 5 6-303(a) [13526],BK,20,M,2013-01-18T00:00:00,2013-0118198,None,02-D4-LU-1-,DRVG ON SUSP LICENSE/FTA,10000,None
720 ILCS 5 16A-3(a) [1060000],BK,46,M,2013-01-18T00:00:00,2013-0118197,None,02-D2-V-3-V,RET THEFT/DISP MERCH/,20000,None
720 ILCS 5 12-3 [930000],BK,31,M,2013-01-18T00:00:00,2013-0118196,None,02-D2-S-2-S,,1000,2013-01-19T07:23:50.384026
720 ILCS 5 12-3.2(a)(1) [10416,BK,21,F,2013-01-18T00:00:00,2013-0118195,None,04-J-2-6-1,DOMESTIC BATTERY/BODILY HARM,75000,None
720 ILCS 5 16-1(a)(1) [15464],BK,36,M,2013-01-18T00:00:00,2013-0118194,NO BOND,02-D2-O-2-O,THEFT/CONTROL,None,None
720 ILCS 550 4(d) [5015400],BK,31,M,2013-01-18T00:00:00,2013-0118193,None,02-D4-LU-1-,POSS CANNABIS/30-500 GRAM/1ST,20000,None
720 ILCS 570 402(c) [5101110],BK,37,M,2013-01-18T00:00:00,2013-0118192,None,02-D2-W-2-W,POSS AMT CON SUB EXCEPT(A)/(D),40000,None
720 ILCS 5 24-1.6(a)(1) [12474,LT,28,M,2013-01-18T00:00:00,2013-0118191,None,05-A-1-9-2,AGG UNLAWFUL USE OF WEAPON/VEH,1000000,None
720 ILCS 570 402(c) [5101110],BK,53,F,2013-01-18T00:00:00,2013-0118190,None,04-I-1-18-2,POSS AMT CON SUB EXCEPT(A)/(D),50000,None
625 ILCS 5 6-303(a) [13526],BK,33,M,2013-01-18T00:00:00,2013-0118189,NO BOND,11-BA-1-207,,None,None
720 ILCS 570 402(c) [5101110],BK,27,M,2013-01-18T00:00:00,2013-0118188,None,02-D1-B-2-B,POSS AMT CON SUB EXCEPT(A)/(D),80000,None
625 ILCS 5 6-303(a) [13526],BK,39,M,2013-01-18T00:00:00,2013-0118187,NO BOND,11-BA-1-206,,None,None
625 ILCS 5 4-103(a)(1) [571000,BK,52,M,2013-01-18T00:00:00,2013-0118186,None,11-BH-3-408,RECEIVE/POSS/SELL STOLEN VEH,2500,None
720 ILCS 570 401(c)(1) [13009],BK,40,M,2013-01-18T00:00:00,2013-0118185,NO BOND,08-3W-DR,MFG/DEL 1,None,None
720 ILCS 5 18-2(a) [1105000],BK,18,M,2013-01-18T00:00:00,2013-0118184,None,01-B-3-16-1,ARMED ROBBERY,500000,None
720 ILCS 5 12-5 [950000],BK,38,F,2013-01-18T00:00:00,2013-0118183,None,08-2W-2-223,RECKLESS CONDUCT,5000,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,24,F,2013-01-18T00:00:00,2013-0118182,None,04-M-1-11-2,DOMESTIC BATTERY/BODILY HARM,2500,None
720 ILCS 5 16A-3(a) [1060000],BK,48,F,2013-01-18T00:00:00,2013-0118181,NO BOND,04-I-1-5-2,RET THEFT/DISP MERCH/,None,None
720 ILCS 5 32-10 [1415000],BK,50,F,2013-01-18T00:00:00,2013-0118179,None,04-L-2-9-1,VIO BAIL BOND/CLASS M OFFENSE,3000,None
625 ILCS 5 6-303(a) [13526],BK,34,M,2013-01-18T00:00:00,2013-0118178,NO BOND,01-B-3-8-2,,None,None
625 ILCS 5 6-303(a) [14056],LW,38,M,2013-01-18T00:00:00,2013-0118177,NO BOND,10-B-2-18-1,,None,None
625 ILCS 5 6-303(a) [13526],WH,46,M,2013-01-18T00:00:00,2013-0118176,NO BOND,11-CD-1-201,,None,None
625 ILCS 5 6-303(a) [13526],BK,33,M,2013-01-18T00:00:00,2013-0118175,NO BOND,01-B-3-17-1,,None,None
